movie_id,title,genre,budget_million,director_score,runtime_minutes,cast_popularity,release_month,marketing_spend,is_sequel,box_office_hit
31757,Movie_31757,Action,263.51,7.61,174,96.61,1,71.85,0,1
31758,Movie_31758,Horror,62.7,1.57,133,74.0,1,51.22,0,0
31759,Movie_31759,Horror,125.97,2.55,176,84.33,10,12.96,0,0
31760,Movie_31760,Thriller,141.08,2.6,157,2.32,2,22.83,1,0
31761,Movie_31761,Action,57.01,2.7,92,27.17,5,26.67,1,0
31762,Movie_31762,Drama,156.73,8.0,174,1.37,8,40.01,1,0
31763,Movie_31763,Action,274.37,3.7,117,10.65,5,29.08,1,0
31764,Movie_31764,Sci-Fi,82.13,4.35,126,72.79,6,6.82,1,0
31765,Movie_31765,Thriller,156.58,9.85,88,81.27,7,37.56,0,0
31766,Movie_31766,Action,93.3,6.91,114,36.2,7,49.06,0,0
31767,Movie_31767,Drama,294.24,2.71,179,6.02,5,57.92,0,0
31768,Movie_31768,Thriller,66.96,2.58,171,21.51,8,8.86,0,0
31769,Movie_31769,Horror,33.69,0.17,175,54.06,1,46.35,0,0
31770,Movie_31770,Romance,43.64,1.24,147,46.14,9,16.92,1,0
31771,Movie_31771,Action,110.75,6.09,121,51.25,7,51.35,0,0
31772,Movie_31772,Horror,166.3,10.0,166,73.15,7,80.94,0,1
31773,Movie_31773,Horror,200.74,6.83,136,25.65,9,3.98,1,0
31774,Movie_31774,Comedy,169.16,3.79,134,77.32,9,93.5,1,0
31775,Movie_31775,Drama,271.76,9.49,133,45.94,11,65.86,1,1
31776,Movie_31776,Sci-Fi,108.73,1.96,113,75.33,10,82.78,0,0
31777,Movie_31777,Romance,213.99,5.34,128,26.46,4,41.62,0,0
31778,Movie_31778,Action,81.19,8.06,98,90.17,2,90.18,0,0
31779,Movie_31779,Horror,204.85,8.21,92,60.43,7,55.48,1,0
31780,Movie_31780,Horror,277.82,9.28,134,66.57,2,43.63,1,1
31781,Movie_31781,Sci-Fi,293.54,0.35,172,97.96,1,38.97,1,0
31782,Movie_31782,Drama,219.18,9.74,124,56.03,12,97.34,0,1
31783,Movie_31783,Romance,282.79,2.89,102,50.16,12,64.93,1,0
31784,Movie_31784,Fantasy,204.45,0.32,108,89.35,12,27.24,1,0
31785,Movie_31785,Romance,289.0,9.98,144,26.16,9,61.84,0,1
31786,Movie_31786,Sci-Fi,269.51,8.87,108,69.69,5,34.25,0,1
31787,Movie_31787,Horror,32.88,1.82,172,90.12,12,73.97,0,0
31788,Movie_31788,Horror,142.76,2.44,160,25.89,5,61.24,0,0
31789,Movie_31789,Horror,104.89,7.26,117,84.11,6,65.12,0,0
31790,Movie_31790,Horror,9.07,9.45,108,82.27,2,72.76,0,0
31791,Movie_31791,Fantasy,140.6,6.95,148,64.15,5,57.73,0,0
31792,Movie_31792,Comedy,45.36,2.9,177,58.43,5,61.86,1,0
31793,Movie_31793,Comedy,11.9,6.04,143,84.82,6,80.39,0,0
31794,Movie_31794,Sci-Fi,134.06,0.6,178,34.03,3,21.95,1,0
31795,Movie_31795,Romance,70.48,2.4,84,78.79,3,82.42,0,0
31796,Movie_31796,Thriller,280.65,9.43,94,62.1,11,30.98,1,1
31797,Movie_31797,Fantasy,244.0,2.87,177,65.25,5,96.18,1,0
31798,Movie_31798,Fantasy,286.9,3.54,115,94.06,2,45.86,1,0
31799,Movie_31799,Action,264.56,5.19,175,26.7,9,98.55,0,1
31800,Movie_31800,Drama,218.66,3.1,104,96.3,3,96.6,1,1
31801,Movie_31801,Thriller,179.7,1.18,81,36.52,1,88.62,1,0
31802,Movie_31802,Comedy,20.57,4.56,157,85.83,1,84.93,0,0
31803,Movie_31803,Comedy,80.48,0.27,100,98.36,10,56.36,0,0
31804,Movie_31804,Comedy,213.51,3.57,103,13.96,7,55.46,1,0
31805,Movie_31805,Thriller,120.95,2.63,142,61.48,12,35.6,1,0
31806,Movie_31806,Fantasy,98.28,6.28,136,29.98,1,12.09,0,0
31807,Movie_31807,Comedy,32.09,1.67,155,13.0,5,59.17,1,0
31808,Movie_31808,Thriller,21.99,7.02,171,73.68,7,44.09,1,0
31809,Movie_31809,Comedy,63.79,4.11,90,12.29,4,80.49,1,0
31810,Movie_31810,Horror,250.54,4.99,158,78.19,3,42.41,0,0
31811,Movie_31811,Fantasy,199.24,3.66,165,14.91,4,52.31,1,0
31812,Movie_31812,Horror,102.94,1.44,119,62.72,9,3.03,1,0
31813,Movie_31813,Action,19.25,1.31,129,73.77,7,22.24,1,0
31814,Movie_31814,Fantasy,57.32,1.7,111,75.19,4,94.95,0,0
31815,Movie_31815,Comedy,135.52,6.39,131,60.15,5,9.64,1,0
31816,Movie_31816,Sci-Fi,46.81,2.86,153,12.73,1,16.61,0,0
31817,Movie_31817,Action,229.02,6.19,87,67.53,1,41.46,0,0
31818,Movie_31818,Thriller,236.8,2.15,105,34.27,5,77.33,1,0
31819,Movie_31819,Action,41.92,7.33,132,83.25,11,57.64,1,0
31820,Movie_31820,Comedy,218.33,2.47,158,63.21,9,5.21,1,0
31821,Movie_31821,Thriller,154.16,8.83,131,61.57,3,86.41,1,0
31822,Movie_31822,Sci-Fi,288.75,5.9,88,33.18,2,6.69,0,0
31823,Movie_31823,Thriller,236.48,3.21,146,91.67,12,25.54,1,0
31824,Movie_31824,Horror,176.0,9.44,103,7.34,11,69.89,1,1
31825,Movie_31825,Thriller,181.48,1.34,112,95.19,9,14.31,0,0
31826,Movie_31826,Thriller,54.49,9.64,159,70.02,2,96.31,1,0
31827,Movie_31827,Action,268.19,0.53,121,1.43,2,52.12,1,0
31828,Movie_31828,Sci-Fi,168.22,5.82,123,57.33,8,99.69,1,0
31829,Movie_31829,Romance,172.66,7.94,81,54.1,9,6.61,1,0
31830,Movie_31830,Thriller,173.05,7.56,169,53.89,1,9.47,1,0
31831,Movie_31831,Drama,83.59,6.99,95,13.33,3,38.5,0,0
31832,Movie_31832,Romance,243.82,0.28,121,98.32,11,36.8,0,0
31833,Movie_31833,Horror,258.84,3.17,83,98.85,7,46.3,0,0
31834,Movie_31834,Sci-Fi,87.08,3.1,104,6.86,5,63.81,1,0
31835,Movie_31835,Sci-Fi,133.09,0.69,105,38.85,4,90.27,1,0
31836,Movie_31836,Fantasy,54.57,7.61,140,76.21,9,77.57,1,0
31837,Movie_31837,Horror,72.32,2.34,125,60.61,6,60.89,0,0
31838,Movie_31838,Thriller,101.46,9.6,113,91.88,5,1.01,1,0
31839,Movie_31839,Action,270.69,6.59,134,27.86,3,66.02,0,1
31840,Movie_31840,Romance,188.22,6.31,169,29.48,8,60.13,0,0
31841,Movie_31841,Fantasy,176.8,0.94,98,95.17,6,92.1,0,0
31842,Movie_31842,Horror,284.08,2.06,157,25.34,11,89.71,0,0
31843,Movie_31843,Horror,237.6,3.35,102,27.37,6,98.33,1,1
31844,Movie_31844,Drama,5.8,2.74,155,19.85,3,34.01,0,0
31845,Movie_31845,Thriller,38.18,3.04,115,54.1,4,49.01,0,0
31846,Movie_31846,Fantasy,75.08,2.88,101,74.03,9,43.05,1,0
31847,Movie_31847,Romance,91.87,7.07,103,32.59,2,88.21,1,0
31848,Movie_31848,Horror,250.38,6.6,133,67.54,1,28.03,0,0
31849,Movie_31849,Sci-Fi,231.2,0.07,178,70.53,5,18.36,1,0
31850,Movie_31850,Horror,44.49,1.83,144,7.96,5,29.08,0,0
31851,Movie_31851,Horror,160.65,7.6,94,18.76,3,61.21,0,0
31852,Movie_31852,Horror,33.63,5.52,129,53.42,10,40.98,0,0
31853,Movie_31853,Fantasy,52.69,3.2,178,78.47,7,11.26,1,0
31854,Movie_31854,Action,73.41,8.6,94,4.07,7,89.27,0,0
31855,Movie_31855,Comedy,271.68,4.99,153,27.3,12,16.54,0,0
31856,Movie_31856,Drama,110.35,5.53,107,32.17,6,58.06,1,0
31857,Movie_31857,Sci-Fi,274.83,7.51,171,70.11,11,92.97,1,1
31858,Movie_31858,Action,225.47,4.97,121,71.26,7,66.71,1,0
31859,Movie_31859,Drama,225.07,1.47,154,6.7,11,97.66,0,0
31860,Movie_31860,Horror,241.24,1.65,156,98.88,9,95.74,1,1
31861,Movie_31861,Fantasy,29.69,8.23,179,42.45,9,50.86,0,0
31862,Movie_31862,Drama,244.57,7.89,171,92.79,4,82.72,1,0
31863,Movie_31863,Thriller,76.52,0.18,161,0.79,4,72.94,1,0
31864,Movie_31864,Thriller,295.2,5.58,106,40.27,8,19.18,1,0
31865,Movie_31865,Comedy,254.61,4.08,127,24.95,3,12.95,0,0
31866,Movie_31866,Comedy,299.0,1.1,114,20.2,7,81.02,0,0
31867,Movie_31867,Drama,281.2,4.94,138,5.03,5,7.16,0,0
31868,Movie_31868,Action,108.56,9.4,109,55.9,11,12.36,0,0
31869,Movie_31869,Action,282.57,4.74,163,52.95,10,70.76,0,0
31870,Movie_31870,Horror,99.74,6.12,166,6.65,12,0.74,0,0
31871,Movie_31871,Action,198.12,9.16,92,89.9,1,5.29,1,0
31872,Movie_31872,Comedy,245.78,2.14,103,84.28,8,74.79,0,0
31873,Movie_31873,Action,115.21,4.36,176,14.91,7,18.39,0,0
31874,Movie_31874,Horror,61.96,2.41,102,33.72,12,74.66,1,0
31875,Movie_31875,Thriller,268.57,9.92,177,67.18,6,39.43,0,0
31876,Movie_31876,Action,31.88,0.22,152,71.4,2,44.57,1,0
31877,Movie_31877,Action,110.13,8.5,109,98.94,12,34.76,0,0
31878,Movie_31878,Comedy,162.63,4.07,149,40.8,1,34.66,0,0
31879,Movie_31879,Drama,241.62,9.8,111,75.03,7,46.63,1,1
31880,Movie_31880,Thriller,260.78,4.68,149,27.78,2,58.63,1,0
31881,Movie_31881,Fantasy,153.98,6.36,160,43.97,8,39.27,1,0
31882,Movie_31882,Drama,172.45,5.69,135,27.98,8,99.21,0,0
31883,Movie_31883,Fantasy,256.29,1.07,175,99.55,2,43.05,0,0
31884,Movie_31884,Horror,140.64,9.49,99,32.18,12,55.96,1,0
31885,Movie_31885,Horror,168.17,6.26,117,99.27,12,8.35,0,0
31886,Movie_31886,Drama,6.51,2.85,116,63.79,6,67.21,0,0
31887,Movie_31887,Comedy,285.38,3.32,108,83.97,11,80.2,0,1
31888,Movie_31888,Romance,170.47,0.32,123,31.65,4,43.62,1,0
31889,Movie_31889,Fantasy,218.54,2.19,140,67.52,5,92.45,1,1
31890,Movie_31890,Comedy,75.13,4.26,123,6.12,8,4.49,1,0
31891,Movie_31891,Romance,197.32,2.6,142,86.43,8,32.12,1,0
31892,Movie_31892,Romance,138.55,2.01,141,13.78,5,5.87,0,0
31893,Movie_31893,Comedy,34.63,6.17,127,39.89,7,5.85,1,0
31894,Movie_31894,Romance,249.22,5.66,160,73.68,2,68.97,1,0
31895,Movie_31895,Romance,251.96,8.91,165,25.17,1,36.55,0,0
31896,Movie_31896,Romance,20.05,5.19,173,40.85,5,64.79,0,0
31897,Movie_31897,Thriller,117.79,5.52,150,8.57,5,41.36,0,0
31898,Movie_31898,Horror,85.15,2.54,106,9.01,10,93.2,1,0
31899,Movie_31899,Romance,155.39,9.0,90,70.95,7,28.23,0,0
31900,Movie_31900,Horror,147.15,9.71,106,98.33,6,23.5,1,1
31901,Movie_31901,Sci-Fi,197.27,4.86,97,79.39,7,57.62,0,0
31902,Movie_31902,Horror,75.0,0.74,81,72.29,11,12.37,1,0
31903,Movie_31903,Sci-Fi,67.29,2.72,167,88.86,7,39.29,0,0
31904,Movie_31904,Thriller,217.27,0.11,162,38.81,8,1.25,0,0
31905,Movie_31905,Horror,292.89,1.88,137,59.38,7,34.81,1,0
31906,Movie_31906,Drama,283.96,0.13,171,22.88,4,96.24,1,1
31907,Movie_31907,Action,237.8,6.45,114,80.01,7,50.71,0,0
31908,Movie_31908,Thriller,21.17,8.29,90,83.83,10,99.14,1,0
31909,Movie_31909,Action,72.09,8.68,174,20.38,4,50.28,1,0
31910,Movie_31910,Drama,207.2,2.61,81,88.62,1,34.23,0,0
31911,Movie_31911,Comedy,89.44,5.51,174,35.42,1,5.31,0,0
31912,Movie_31912,Comedy,118.69,7.02,173,73.29,5,74.34,0,0
31913,Movie_31913,Romance,286.15,7.28,114,82.19,2,46.92,1,1
31914,Movie_31914,Fantasy,26.81,0.36,155,31.8,11,31.35,1,0
31915,Movie_31915,Comedy,258.51,2.27,118,20.73,2,77.59,0,0
31916,Movie_31916,Thriller,16.04,3.79,92,68.02,9,9.87,0,0
31917,Movie_31917,Comedy,102.04,2.7,140,42.43,1,84.94,0,0
31918,Movie_31918,Thriller,167.06,7.8,138,32.67,12,55.98,0,0
31919,Movie_31919,Thriller,107.56,1.52,89,15.3,11,38.9,0,0
31920,Movie_31920,Action,287.19,9.19,160,56.67,6,77.26,0,1
31921,Movie_31921,Comedy,151.81,8.59,146,48.16,9,94.64,1,1
31922,Movie_31922,Horror,220.42,5.18,126,40.05,3,57.05,0,0
31923,Movie_31923,Sci-Fi,210.92,8.22,104,73.97,6,61.8,1,1
31924,Movie_31924,Comedy,250.69,3.84,124,6.36,5,60.07,0,0
31925,Movie_31925,Comedy,259.31,1.66,158,42.55,7,94.11,0,0
31926,Movie_31926,Comedy,140.43,3.14,117,22.97,1,49.28,0,0
31927,Movie_31927,Romance,259.04,0.06,123,64.76,4,58.03,0,0
31928,Movie_31928,Horror,196.38,9.76,168,84.12,8,58.76,0,0
31929,Movie_31929,Horror,206.13,7.74,98,85.98,11,94.83,0,1
31930,Movie_31930,Thriller,52.8,0.01,83,4.68,10,34.33,0,0
31931,Movie_31931,Horror,74.28,8.27,118,48.76,5,89.63,1,0
31932,Movie_31932,Thriller,206.61,1.8,97,44.82,4,31.84,1,0
31933,Movie_31933,Sci-Fi,80.42,9.28,97,22.38,11,13.31,1,0
31934,Movie_31934,Action,147.52,2.0,92,20.0,11,72.91,1,0
31935,Movie_31935,Thriller,147.5,2.13,123,90.73,8,15.0,1,0
31936,Movie_31936,Comedy,70.98,9.36,149,54.09,6,18.46,0,0
31937,Movie_31937,Drama,170.38,4.91,149,42.4,5,21.09,1,0
31938,Movie_31938,Fantasy,169.56,0.96,171,16.29,3,86.84,1,0
31939,Movie_31939,Drama,39.58,5.59,163,31.98,10,21.46,1,0
31940,Movie_31940,Romance,114.95,6.08,151,74.36,5,95.63,1,0
31941,Movie_31941,Comedy,110.38,6.75,168,52.56,11,90.66,0,0
31942,Movie_31942,Fantasy,169.06,4.36,169,51.76,4,30.5,0,0
31943,Movie_31943,Thriller,225.05,7.61,168,61.11,12,58.69,1,1
31944,Movie_31944,Comedy,6.45,7.15,159,75.95,6,26.63,1,0
31945,Movie_31945,Fantasy,40.64,0.08,87,66.25,8,11.08,0,0
31946,Movie_31946,Romance,91.3,3.96,82,83.51,1,5.65,1,0
31947,Movie_31947,Horror,243.31,3.72,111,32.43,1,92.16,0,0
31948,Movie_31948,Thriller,144.67,9.54,170,38.87,5,82.08,0,0
31949,Movie_31949,Sci-Fi,153.76,0.33,169,69.64,6,82.04,1,0
31950,Movie_31950,Comedy,123.35,2.68,101,43.35,2,2.97,1,0
31951,Movie_31951,Horror,125.13,0.96,162,9.77,11,28.03,1,0
31952,Movie_31952,Fantasy,293.29,0.17,85,29.78,4,17.11,1,0
31953,Movie_31953,Romance,269.69,5.95,98,14.15,3,89.65,0,1
31954,Movie_31954,Horror,218.03,7.17,134,27.92,12,8.12,1,0
31955,Movie_31955,Thriller,97.9,3.61,140,18.01,6,16.01,0,0
31956,Movie_31956,Romance,154.59,8.51,158,54.91,2,46.9,1,0
31957,Movie_31957,Romance,207.13,0.48,159,68.6,11,28.16,1,0
31958,Movie_31958,Romance,118.98,4.8,103,62.39,12,15.72,1,0
31959,Movie_31959,Fantasy,157.82,8.45,84,56.77,8,3.65,0,0
31960,Movie_31960,Action,44.57,8.21,89,83.25,6,61.27,1,0
31961,Movie_31961,Romance,28.98,5.22,91,35.38,11,98.01,1,0
31962,Movie_31962,Action,51.03,9.81,172,79.95,6,27.81,1,0
31963,Movie_31963,Horror,226.94,0.25,133,34.42,1,83.65,0,0
31964,Movie_31964,Sci-Fi,57.8,8.3,96,87.03,4,73.57,1,0
31965,Movie_31965,Action,277.49,8.86,162,50.85,6,65.17,0,0
31966,Movie_31966,Horror,111.2,5.01,107,53.75,10,99.56,1,0
31967,Movie_31967,Action,51.54,7.13,163,49.84,5,7.46,0,0
31968,Movie_31968,Horror,247.75,6.02,129,90.55,10,3.66,0,0
31969,Movie_31969,Horror,137.54,1.99,112,9.35,7,25.06,1,0
31970,Movie_31970,Fantasy,117.15,5.48,127,29.4,12,75.15,1,0
31971,Movie_31971,Sci-Fi,99.51,3.61,157,0.79,3,6.58,0,0
31972,Movie_31972,Romance,99.82,7.59,166,93.11,8,29.47,0,0
31973,Movie_31973,Sci-Fi,199.37,8.49,178,83.84,10,17.77,0,0
31974,Movie_31974,Sci-Fi,162.65,5.77,109,37.44,7,38.88,0,0
31975,Movie_31975,Romance,140.82,4.54,116,94.98,8,82.43,1,0
31976,Movie_31976,Horror,134.67,6.99,163,60.78,1,88.7,1,0
31977,Movie_31977,Romance,43.46,3.19,95,2.3,1,27.97,0,0
31978,Movie_31978,Horror,248.54,5.13,150,45.89,3,24.79,0,0
31979,Movie_31979,Romance,278.13,1.1,95,43.97,11,78.77,1,0
31980,Movie_31980,Fantasy,240.86,7.18,168,60.78,3,84.07,1,1
31981,Movie_31981,Drama,135.93,1.75,179,88.3,9,63.49,0,0
31982,Movie_31982,Action,291.69,6.39,164,95.73,12,24.3,0,0
31983,Movie_31983,Sci-Fi,185.97,8.55,167,94.74,2,22.18,0,0
31984,Movie_31984,Horror,232.45,1.17,92,45.6,8,84.91,0,0
31985,Movie_31985,Comedy,222.63,8.64,91,30.73,12,9.14,1,1
31986,Movie_31986,Romance,212.64,7.44,140,56.6,12,78.99,1,0
31987,Movie_31987,Romance,192.95,4.15,83,8.34,4,4.08,0,0
31988,Movie_31988,Thriller,64.27,5.67,133,44.04,10,78.36,0,0
31989,Movie_31989,Comedy,89.04,3.55,163,53.15,3,24.29,1,0
31990,Movie_31990,Comedy,266.13,6.21,93,49.54,8,58.3,0,0
31991,Movie_31991,Fantasy,54.81,3.33,166,55.46,9,48.63,1,0
31992,Movie_31992,Sci-Fi,46.44,3.54,125,15.26,12,57.18,0,0
31993,Movie_31993,Drama,85.96,8.5,140,82.14,5,13.48,1,0
31994,Movie_31994,Action,109.39,0.61,145,56.59,11,76.99,0,0
31995,Movie_31995,Drama,166.39,4.24,135,14.71,8,67.41,0,0
31996,Movie_31996,Action,182.06,7.38,102,71.81,8,46.94,0,0
31997,Movie_31997,Horror,237.41,1.23,119,40.78,2,39.83,0,0
31998,Movie_31998,Sci-Fi,22.95,6.63,169,68.65,8,45.99,0,0
31999,Movie_31999,Drama,63.26,7.63,142,12.78,8,40.41,1,0
32000,Movie_32000,Thriller,152.04,6.9,168,36.47,11,58.08,1,0
32001,Movie_32001,Action,75.99,6.17,163,25.2,8,47.46,1,0
32002,Movie_32002,Drama,262.17,8.03,110,77.6,6,92.17,1,1
32003,Movie_32003,Sci-Fi,192.41,6.67,92,48.29,12,49.14,1,0
32004,Movie_32004,Thriller,147.58,9.89,123,86.42,10,6.38,1,0
32005,Movie_32005,Sci-Fi,1.13,1.16,133,56.22,3,53.45,1,0
32006,Movie_32006,Comedy,257.74,7.43,124,71.94,4,13.53,0,0
32007,Movie_32007,Romance,138.8,1.26,176,31.16,8,16.16,1,0
32008,Movie_32008,Horror,159.89,8.74,139,46.18,6,49.15,0,0
32009,Movie_32009,Fantasy,209.78,8.5,172,21.96,9,61.54,0,0
32010,Movie_32010,Sci-Fi,281.3,0.43,133,29.01,8,22.72,1,0
32011,Movie_32011,Horror,48.3,2.75,121,75.72,11,18.03,0,0
32012,Movie_32012,Sci-Fi,22.28,0.25,169,85.45,10,52.49,0,0
32013,Movie_32013,Comedy,37.45,5.79,160,41.19,12,65.63,0,0
32014,Movie_32014,Sci-Fi,222.48,8.1,96,39.33,11,11.69,1,0
32015,Movie_32015,Sci-Fi,39.65,3.8,117,39.5,1,72.79,1,0
32016,Movie_32016,Drama,150.79,6.55,155,25.28,11,15.87,1,0
32017,Movie_32017,Romance,212.24,5.99,177,70.46,3,61.09,0,0
32018,Movie_32018,Comedy,214.12,2.04,143,24.83,5,21.82,1,0
32019,Movie_32019,Thriller,122.5,2.15,82,46.33,10,23.44,0,0
32020,Movie_32020,Romance,209.89,7.9,142,66.37,12,76.78,0,0
32021,Movie_32021,Action,285.05,3.03,84,14.11,6,53.77,0,0
32022,Movie_32022,Drama,9.37,6.97,155,93.85,6,61.12,1,0
32023,Movie_32023,Romance,201.74,9.19,92,77.6,2,7.35,1,0
32024,Movie_32024,Action,157.26,4.85,84,73.99,3,38.97,0,0
32025,Movie_32025,Comedy,64.56,4.79,128,68.17,9,48.75,1,0
32026,Movie_32026,Sci-Fi,93.01,8.25,97,11.34,5,78.86,1,0
32027,Movie_32027,Horror,251.31,5.32,163,2.42,8,63.13,0,0
32028,Movie_32028,Romance,176.48,2.24,169,63.71,10,28.07,0,0
32029,Movie_32029,Romance,5.34,0.22,124,43.3,6,48.89,1,0
32030,Movie_32030,Action,289.64,0.15,155,13.96,2,75.83,1,1
32031,Movie_32031,Fantasy,200.19,0.11,140,66.71,10,74.66,0,0
32032,Movie_32032,Action,133.35,3.53,149,53.18,2,42.73,1,0
32033,Movie_32033,Horror,213.99,8.52,124,1.69,4,23.67,0,0
32034,Movie_32034,Action,62.17,7.37,85,14.7,3,29.34,1,0
32035,Movie_32035,Action,78.88,6.74,139,85.45,10,32.16,1,0
32036,Movie_32036,Romance,46.49,9.24,169,44.62,3,93.09,1,0
32037,Movie_32037,Horror,119.72,5.96,111,28.64,11,60.57,0,0
32038,Movie_32038,Horror,271.51,6.01,116,83.84,3,4.59,1,0
32039,Movie_32039,Sci-Fi,117.19,5.24,105,98.25,5,80.57,0,0
32040,Movie_32040,Romance,87.14,1.92,80,69.67,7,14.65,0,0
32041,Movie_32041,Sci-Fi,211.37,9.72,100,17.77,8,74.28,1,0
32042,Movie_32042,Comedy,261.01,9.59,119,75.3,6,57.47,0,1
32043,Movie_32043,Fantasy,74.03,9.66,108,13.35,1,64.66,1,0
32044,Movie_32044,Fantasy,242.57,0.86,154,82.61,12,49.7,1,0
32045,Movie_32045,Comedy,92.14,4.24,174,79.59,1,44.43,0,0
32046,Movie_32046,Fantasy,74.95,4.52,152,62.89,4,44.71,1,0
32047,Movie_32047,Fantasy,142.41,4.44,120,36.69,6,59.96,1,0
32048,Movie_32048,Romance,20.95,0.63,138,27.3,2,74.43,0,0
32049,Movie_32049,Action,258.81,3.48,87,92.61,6,10.58,1,0
32050,Movie_32050,Drama,262.43,4.21,139,76.99,6,83.74,0,0
32051,Movie_32051,Comedy,203.54,6.96,110,0.04,2,22.22,1,0
32052,Movie_32052,Comedy,91.56,3.77,106,39.05,9,9.47,1,0
32053,Movie_32053,Romance,50.85,4.97,122,53.52,2,29.71,0,0
32054,Movie_32054,Sci-Fi,209.94,9.56,134,33.02,12,46.09,0,1
32055,Movie_32055,Romance,31.82,9.29,155,49.68,4,51.59,1,0
32056,Movie_32056,Drama,123.92,2.44,173,95.5,7,66.27,0,0
32057,Movie_32057,Drama,27.55,9.51,102,68.61,10,92.82,0,0
32058,Movie_32058,Fantasy,128.51,5.03,159,70.03,11,48.76,0,0
32059,Movie_32059,Horror,41.21,4.81,150,68.88,2,72.2,0,0
32060,Movie_32060,Fantasy,10.62,5.22,129,66.75,7,99.88,0,0
32061,Movie_32061,Romance,135.47,5.85,148,10.07,1,35.81,0,0
32062,Movie_32062,Comedy,170.74,2.24,143,77.47,1,11.58,1,0
32063,Movie_32063,Sci-Fi,132.36,8.23,170,12.65,9,87.56,0,0
32064,Movie_32064,Fantasy,53.67,1.27,164,69.1,12,36.7,0,0
32065,Movie_32065,Sci-Fi,24.15,4.4,107,5.78,8,8.63,1,0
32066,Movie_32066,Fantasy,38.78,4.03,115,99.07,5,54.85,1,0
32067,Movie_32067,Fantasy,218.41,2.19,127,99.35,9,99.6,0,0
32068,Movie_32068,Thriller,5.75,0.34,86,64.56,10,57.64,0,0
32069,Movie_32069,Thriller,259.13,0.52,80,17.02,7,27.69,0,0
32070,Movie_32070,Fantasy,252.19,5.93,145,45.56,7,24.66,1,0
32071,Movie_32071,Action,264.26,9.28,164,35.97,1,26.87,0,0
32072,Movie_32072,Comedy,263.74,1.79,101,5.21,3,90.18,1,0
32073,Movie_32073,Fantasy,200.59,1.88,169,92.11,1,58.43,0,0
32074,Movie_32074,Thriller,254.38,3.47,168,82.43,11,62.68,0,0
32075,Movie_32075,Sci-Fi,219.37,1.71,156,27.95,3,33.07,0,0
32076,Movie_32076,Comedy,90.74,4.42,104,34.52,5,70.18,0,0
32077,Movie_32077,Romance,226.78,0.76,145,54.38,1,37.59,0,0
32078,Movie_32078,Comedy,185.06,8.83,143,13.51,12,77.44,1,0
32079,Movie_32079,Thriller,9.22,0.18,162,0.52,6,18.31,1,0
32080,Movie_32080,Sci-Fi,236.12,7.55,102,15.12,11,21.11,1,0
32081,Movie_32081,Comedy,261.38,6.27,156,43.74,6,58.01,1,1
32082,Movie_32082,Drama,155.72,2.11,174,48.13,2,74.29,0,0
32083,Movie_32083,Action,146.62,9.38,155,24.49,3,41.52,0,0
32084,Movie_32084,Horror,128.75,5.63,83,90.06,3,74.9,0,0
32085,Movie_32085,Sci-Fi,215.93,8.51,156,44.93,11,60.87,0,0
32086,Movie_32086,Thriller,65.42,2.68,164,98.26,7,9.58,1,0
32087,Movie_32087,Romance,232.41,4.62,135,99.91,2,30.82,0,1
32088,Movie_32088,Horror,88.41,6.06,90,70.86,12,26.95,1,0
32089,Movie_32089,Action,79.19,7.08,154,61.58,6,74.25,1,0
32090,Movie_32090,Sci-Fi,242.94,1.85,87,39.21,11,57.05,1,0
32091,Movie_32091,Fantasy,53.14,9.55,146,1.66,3,24.16,0,0
32092,Movie_32092,Sci-Fi,258.89,6.95,145,97.7,11,71.2,1,1
32093,Movie_32093,Drama,293.38,9.49,142,63.6,7,36.46,0,0
32094,Movie_32094,Drama,96.64,1.96,150,62.89,11,46.05,1,0
32095,Movie_32095,Drama,278.43,5.25,140,11.48,7,90.86,0,1
32096,Movie_32096,Drama,170.36,6.12,93,95.35,9,29.92,1,0
32097,Movie_32097,Thriller,78.54,0.72,164,7.39,2,9.93,0,0
32098,Movie_32098,Sci-Fi,136.34,3.63,136,23.88,10,6.06,1,0
32099,Movie_32099,Thriller,240.22,9.8,83,22.31,8,5.72,0,0
32100,Movie_32100,Comedy,200.32,6.96,111,74.7,6,25.59,1,0
32101,Movie_32101,Romance,148.94,2.59,130,1.76,5,83.87,1,0
32102,Movie_32102,Comedy,77.94,2.25,112,6.85,2,2.81,0,0
32103,Movie_32103,Romance,218.01,1.79,138,66.32,5,96.15,0,1
32104,Movie_32104,Action,94.68,0.57,126,42.98,2,46.11,1,0
32105,Movie_32105,Fantasy,99.95,0.9,135,75.36,7,53.53,0,0
32106,Movie_32106,Comedy,224.32,5.08,134,18.31,7,80.84,1,0
32107,Movie_32107,Action,167.97,3.1,135,77.67,8,60.64,0,0
32108,Movie_32108,Fantasy,56.56,7.23,114,52.01,11,12.44,1,0
32109,Movie_32109,Action,206.45,8.01,160,43.61,7,49.16,0,0
32110,Movie_32110,Action,78.16,4.5,112,77.42,5,13.88,0,0
32111,Movie_32111,Drama,228.39,7.11,122,53.44,4,80.11,1,1
32112,Movie_32112,Horror,144.14,1.21,171,18.63,12,87.04,1,0
32113,Movie_32113,Horror,178.9,1.97,162,15.31,12,59.04,1,0
32114,Movie_32114,Thriller,180.69,5.05,87,85.81,3,73.8,0,0
32115,Movie_32115,Action,44.9,3.77,161,58.21,6,16.05,0,0
